TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315969887.9760753,00000000-0000-0000-0000-000000000000,AV,2245.5751121434496,783.8052965824209,PIT
315969887.9760753,00000000-0000-0000-0000-000000026568,AGENT,2223.9992799546662,762.7226767156468,PIT
315969887.9760753,00000000-0000-0000-0000-000000026671,OTHERS,2295.6220278890783,814.2032249428403,PIT
315969887.9760753,00000000-0000-0000-0000-000000026717,OTHERS,2273.7996664853367,799.2423229419896,PIT
315969887.9760753,00000000-0000-0000-0000-000000026508,OTHERS,2199.249048850282,742.2894950555307,PIT
315969887.9760753,00000000-0000-0000-0000-000000026711,OTHERS,2262.125147324724,794.2868882794581,PIT
315969887.9760753,00000000-0000-0000-0000-000000026719,OTHERS,2201.812779869516,740.370372429404,PIT
315969887.9760753,00000000-0000-0000-0000-000000026736,OTHERS,2310.867059734061,827.7984772664578,PIT
315969887.9760753,00000000-0000-0000-0000-000000026733,OTHERS,2210.168123894037,743.4348827069085,PIT
315969887.9760753,00000000-0000-0000-0000-000000026725,OTHERS,2237.367298411641,768.2458264001732,PIT
315969888.07247746,00000000-0000-0000-0000-000000000000,AV,2244.888884357224,783.2312086224339,PIT
315969888.07247746,00000000-0000-0000-0000-000000026568,AGENT,2222.7297968123307,761.8320300325756,PIT
315969888.07247746,00000000-0000-0000-0000-000000026671,OTHERS,2295.6220278814035,814.2032249362645,PIT
315969888.07247746,00000000-0000-0000-0000-000000026717,OTHERS,2275.3686743467138,800.160510309242,PIT
315969888.07247746,00000000-0000-0000-0000-000000026508,OTHERS,2197.81940477349,741.0817001837836,PIT
315969888.07247746,00000000-0000-0000-0000-000000026711,OTHERS,2260.761538517137,793.1235820205278,PIT
315969888.07247746,00000000-0000-0000-0000-000000026736,OTHERS,2311.158318810596,827.861303056148,PIT
315969888.07247746,00000000-0000-0000-0000-000000026719,OTHERS,2202.0429005240358,740.0661195662616,PIT
315969888.07247746,00000000-0000-0000-0000-000000026733,OTHERS,2211.4176281178534,744.3830354917006,PIT
315969888.07247746,00000000-0000-0000-0000-000000026725,OTHERS,2238.3893176453034,769.1436613790581,PIT
315969888.18289953,00000000-0000-0000-0000-000000000000,AV,2244.082813587848,782.5489559486242,PIT
315969888.18289953,00000000-0000-0000-0000-000000026568,AGENT,2220.208141093156,761.5770399403377,PIT
315969888.18289953,00000000-0000-0000-0000-000000026717,OTHERS,2275.3686743392723,800.1605103028668,PIT
315969888.18289953,00000000-0000-0000-0000-000000026508,OTHERS,2196.666117940856,740.1409927439662,PIT
315969888.18289953,00000000-0000-0000-0000-000000026711,OTHERS,2259.4711515106346,792.0331131262584,PIT
315969888.18289953,00000000-0000-0000-0000-000000026719,OTHERS,2202.0177836376442,740.0149703333309,PIT
315969888.18289953,00000000-0000-0000-0000-000000026725,OTHERS,2239.453371743643,770.0924161955522,PIT
315969888.18289953,00000000-0000-0000-0000-000000026671,OTHERS,2295.9930890758765,814.8497610962479,PIT
315969888.18289953,00000000-0000-0000-0000-000000026742,OTHERS,2303.121050758107,824.626967602295,PIT
315969888.18289953,00000000-0000-0000-0000-000000026736,OTHERS,2311.103920512475,827.9388324487943,PIT
315969888.18289953,00000000-0000-0000-0000-000000026733,OTHERS,2212.4623137036533,745.3110386330748,PIT
315969888.27736616,00000000-0000-0000-0000-000000000000,AV,2243.4922138905767,782.0483762536172,PIT
315969888.27736616,00000000-0000-0000-0000-000000026508,OTHERS,2195.180393744274,738.9081583847928,PIT
315969888.27736616,00000000-0000-0000-0000-000000026736,OTHERS,2311.0912194947077,828.0881516347372,PIT
315969888.27736616,00000000-0000-0000-0000-000000026671,OTHERS,2295.993089068669,814.8497610899344,PIT
315969888.27736616,00000000-0000-0000-0000-000000026725,OTHERS,2240.539171019147,771.0633747247647,PIT
315969888.27736616,00000000-0000-0000-0000-000000026719,OTHERS,2202.068922745755,739.85880253885,PIT
315969888.27736616,00000000-0000-0000-0000-000000026711,OTHERS,2258.2230213006424,790.9625152549614,PIT
315969888.27736616,00000000-0000-0000-0000-000000026717,OTHERS,2275.368674331832,800.1605102964912,PIT
315969888.27736616,00000000-0000-0000-0000-000000026742,OTHERS,2304.464123478623,825.5283335538468,PIT
315969888.27736616,00000000-0000-0000-0000-000000026733,OTHERS,2213.3877935984215,746.1572989356326,PIT
315969888.27736616,00000000-0000-0000-0000-000000026568,AGENT,2219.282358413087,760.92683752427,PIT
315969888.38651633,00000000-0000-0000-0000-000000000000,AV,2242.7238637429887,781.398661826467,PIT
315969888.38651633,00000000-0000-0000-0000-000000026508,OTHERS,2193.944103223498,737.9064787675313,PIT
315969888.38651633,00000000-0000-0000-0000-000000026671,OTHERS,2295.9930890614582,814.8497610836212,PIT
315969888.38651633,00000000-0000-0000-0000-000000026711,OTHERS,2256.965232266032,789.9200256299471,PIT
315969888.38651633,00000000-0000-0000-0000-000000026746,OTHERS,2303.1626565971114,821.8594661399259,PIT
315969888.38651633,00000000-0000-0000-0000-000000026736,OTHERS,2311.243666956565,828.0124160922992,PIT
315969888.38651633,00000000-0000-0000-0000-000000026568,AGENT,2218.1470157638573,759.8421718415184,PIT
315969888.38651633,00000000-0000-0000-0000-000000026742,OTHERS,2304.4641234715805,825.5283335478308,PIT
315969888.38651633,00000000-0000-0000-0000-000000026733,OTHERS,2214.610243445305,747.2477841391848,PIT
315969888.38651633,00000000-0000-0000-0000-000000026725,OTHERS,2241.672956307446,772.1108418335461,PIT
315969888.38651633,00000000-0000-0000-0000-000000026719,OTHERS,2201.939530423982,740.0538427355359,PIT
315969888.38651633,00000000-0000-0000-0000-000000026717,OTHERS,2275.3686743243907,800.1605102901158,PIT
315969888.4835319,00000000-0000-0000-0000-000000000000,AV,2242.090829395148,780.8628525703302,PIT
315969888.4835319,00000000-0000-0000-0000-000000026508,OTHERS,2192.4784171473107,737.1372174307353,PIT
315969888.4835319,00000000-0000-0000-0000-000000026671,OTHERS,2295.9930890542496,814.8497610773078,PIT
315969888.4835319,00000000-0000-0000-0000-000000026711,OTHERS,2255.6912283177044,788.8337063047791,PIT
315969888.4835319,00000000-0000-0000-0000-000000026719,OTHERS,2202.0282146859945,739.9735388892053,PIT
315969888.4835319,00000000-0000-0000-0000-000000026725,OTHERS,2242.53413090941,772.797836490388,PIT
315969888.4835319,00000000-0000-0000-0000-000000026568,AGENT,2218.2983145038866,757.9338409456752,PIT
315969888.4835319,00000000-0000-0000-0000-000000026733,OTHERS,2215.597928268693,748.044368789028,PIT
315969888.4835319,00000000-0000-0000-0000-000000026742,OTHERS,2304.4641234645387,825.5283335418146,PIT
315969888.4835319,00000000-0000-0000-0000-000000026746,OTHERS,2303.1626565903584,821.8594661339024,PIT
315969888.4835319,00000000-0000-0000-0000-000000026736,OTHERS,2311.2273946141,828.110131146214,PIT
315969888.5880835,00000000-0000-0000-0000-000000000000,AV,2241.452027653022,780.3253645790186,PIT
315969888.5880835,00000000-0000-0000-0000-000000026508,OTHERS,2191.415438988984,735.7139426033477,PIT
315969888.5880835,00000000-0000-0000-0000-000000026711,OTHERS,2254.4092672910783,787.7634566562429,PIT
315969888.5880835,00000000-0000-0000-0000-000000026719,OTHERS,2201.9842525990834,740.0108649039407,PIT
315969888.5880835,00000000-0000-0000-0000-000000026725,OTHERS,2243.685777132606,773.8443173546037,PIT
315969888.5880835,00000000-0000-0000-0000-000000026746,OTHERS,2303.162656583605,821.8594661278789,PIT
315969888.5880835,00000000-0000-0000-0000-000000026748,OTHERS,2208.9730167709954,753.5037354179103,PIT
315969888.5880835,00000000-0000-0000-0000-000000026568,AGENT,2216.04527851758,756.9564031819168,PIT
315969888.5880835,00000000-0000-0000-0000-000000026733,OTHERS,2216.7067448229145,749.0262998954222,PIT
315969888.5880835,00000000-0000-0000-0000-000000026742,OTHERS,2307.6294456040514,828.6529478578954,PIT
315969888.5880835,00000000-0000-0000-0000-000000026759,OTHERS,2219.145704039654,749.4195124934382,PIT
315969888.5880835,00000000-0000-0000-0000-000000026736,OTHERS,2311.083243137585,828.1761789150398,PIT
315969888.69044137,00000000-0000-0000-0000-000000000000,AV,2240.7474110011003,779.7339037060926,PIT
315969888.69044137,00000000-0000-0000-0000-000000026508,OTHERS,2190.2209019792153,734.9993251916202,PIT
315969888.69044137,00000000-0000-0000-0000-000000026711,OTHERS,2253.090656514072,786.6619422303003,PIT
315969888.69044137,00000000-0000-0000-0000-000000026719,OTHERS,2201.837562192723,739.9988105273854,PIT
315969888.69044137,00000000-0000-0000-0000-000000026725,OTHERS,2244.7552608776277,774.8584211295803,PIT
315969888.69044137,00000000-0000-0000-0000-000000026749,OTHERS,2197.4649072254983,732.3184323099539,PIT
