TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315967743.6482174,00000000-0000-0000-0000-000000000000,AV,752.6380966103177,1156.7587790007105,MIA
315967743.6482174,00000000-0000-0000-0000-000000011402,OTHERS,723.0400043924068,1128.3230380605364,MIA
315967743.6482174,00000000-0000-0000-0000-000000011431,OTHERS,730.0370987616278,1126.994112238606,MIA
315967743.6482174,00000000-0000-0000-0000-000000011438,OTHERS,726.7322812757179,1128.9965335880831,MIA
315967743.6482174,00000000-0000-0000-0000-000000011458,OTHERS,722.2797111050011,1120.9567462661093,MIA
315967743.6482174,00000000-0000-0000-0000-000000011741,OTHERS,655.363379205597,1150.302799817342,MIA
315967743.6482174,00000000-0000-0000-0000-000000011483,OTHERS,740.1955552136392,1139.453889077554,MIA
315967743.6482174,00000000-0000-0000-0000-000000011572,OTHERS,741.772526694365,1177.4409330733454,MIA
315967743.6482174,00000000-0000-0000-0000-000000011587,OTHERS,741.250387187785,1147.2649844316502,MIA
315967743.6482174,00000000-0000-0000-0000-000000011708,OTHERS,718.6620728589508,1181.587534849314,MIA
315967743.6482174,00000000-0000-0000-0000-000000011717,OTHERS,716.3064164633577,1187.239760887531,MIA
315967743.6482174,00000000-0000-0000-0000-000000011733,OTHERS,721.9218757374464,1196.228731607671,MIA
315967743.6482174,00000000-0000-0000-0000-000000011735,OTHERS,717.4532355726436,1205.365794306087,MIA
315967743.6482174,00000000-0000-0000-0000-000000011736,OTHERS,717.9218666712088,1207.6743324026766,MIA
315967743.6482174,00000000-0000-0000-0000-000000011763,OTHERS,718.5312297174637,1195.8147633942474,MIA
315967743.6482174,00000000-0000-0000-0000-000000011765,OTHERS,709.7446314109926,1172.387109861852,MIA
315967743.6482174,00000000-0000-0000-0000-000000011709,OTHERS,714.76053551135,1178.991419653574,MIA
315967743.6482174,00000000-0000-0000-0000-000000011729,OTHERS,721.0104804784764,1191.3957043301555,MIA
315967743.6482174,00000000-0000-0000-0000-000000011714,OTHERS,712.6835418157596,1187.823561529095,MIA
315967743.6482174,00000000-0000-0000-0000-000000011728,AGENT,689.1216980339136,1148.3633612511314,MIA
315967743.6482174,00000000-0000-0000-0000-000000011720,OTHERS,719.8718157073547,1188.5680365016378,MIA
315967743.6482174,00000000-0000-0000-0000-000000011719,OTHERS,717.7493646039294,1178.234096650587,MIA
315967743.6482174,00000000-0000-0000-0000-000000011705,OTHERS,711.4719351909732,1179.6640323761246,MIA
315967743.6482174,00000000-0000-0000-0000-000000011699,OTHERS,716.6019853124913,1172.8839663067295,MIA
315967743.6482174,00000000-0000-0000-0000-000000011694,OTHERS,702.1009048684023,1140.1608210506602,MIA
315967743.6482174,00000000-0000-0000-0000-000000011654,OTHERS,734.8121080545955,1166.2348478246865,MIA
315967743.6482174,00000000-0000-0000-0000-000000011721,OTHERS,714.4600437823523,1192.1195622537778,MIA
